date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM1 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
02/09/2023,14,"V µg/m³",26,"V µg/m³",47,"V µg/m³",9,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
03/09/2023,10,"V µg/m³",15,"V µg/m³",30,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
04/09/2023,18,"V µg/m³",31,"V µg/m³",58,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
05/09/2023,7,"V µg/m³",17,"V µg/m³",28,"V µg/m³",11,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
06/09/2023,4,"V µg/m³",18,"V µg/m³",25,"V µg/m³",17,"V µg/m³ (FIDAS)",12,"V µg/m³ (Ref.eq)",11,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
07/09/2023,9,"V µg/m³",31,"V µg/m³",45,"V µg/m³",16,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",10,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
08/09/2023,14,"V µg/m³",34,"V µg/m³",55,"V µg/m³",20,"V µg/m³ (FIDAS)",12,"V µg/m³ (Ref.eq)",12,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
09/09/2023,19,"V µg/m³",34,"V µg/m³",62,"V µg/m³",23,"V µg/m³ (FIDAS)",12,"V µg/m³ (Ref.eq)",10,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
10/09/2023,11,"V µg/m³",23,"V µg/m³",40,"V µg/m³",10,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
11/09/2023,17,"V µg/m³",26,"V µg/m³",52,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
12/09/2023,14,"V µg/m³",25,"V µg/m³",47,"V µg/m³",8,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
13/09/2023,17,"V µg/m³",26,"V µg/m³",51,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
14/09/2023,16,"V µg/m³",20,"V µg/m³",44,"V µg/m³",8,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
15/09/2023,11,"V µg/m³",26,"V µg/m³",43,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
16/09/2023,5,"V µg/m³",12,"V µg/m³",19,"V µg/m³",7,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
17/09/2023,6,"V µg/m³",17,"V µg/m³",27,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
18/09/2023,15,"V µg/m³",24,"V µg/m³",47,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
19/09/2023,16,"V µg/m³",22,"V µg/m³",46,"V µg/m³",5,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
20/09/2023,10,"V µg/m³",13,"V µg/m³",28,"V µg/m³",4,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",1,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
21/09/2023,14,"V µg/m³",18,"V µg/m³",39,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
22/09/2023,29,"V µg/m³",39,"V µg/m³",84,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
23/09/2023,16,"V µg/m³",29,"V µg/m³",54,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
24/09/2023,7,"V µg/m³",11,"V µg/m³",22,"V µg/m³",4,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
25/09/2023,11,"V µg/m³",14,"V µg/m³",31,"V µg/m³",11,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
26/09/2023,14,"V µg/m³",21,"V µg/m³",42,"V µg/m³",11,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
27/09/2023,13,"V µg/m³",22,"V µg/m³",41,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
28/09/2023,11,"V µg/m³",16,"V µg/m³",33,"V µg/m³",10,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
29/09/2023,14,"V µg/m³",15,"V µg/m³",36,"V µg/m³",14,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
30/09/2023,18,"V µg/m³",27,"V µg/m³",54,"V µg/m³",9,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
01/10/2023,11,"V µg/m³",18,"V µg/m³",35,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
02/10/2023,12,"V µg/m³",18,"V µg/m³",36,"V µg/m³",11,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
03/10/2023,15,"V µg/m³",20,"V µg/m³",43,"V µg/m³",11,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
04/10/2023,16,"V µg/m³",25,"V µg/m³",51,"V µg/m³",7,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
05/10/2023,20,"V µg/m³",26,"V µg/m³",57,"V µg/m³",5,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
06/10/2023,17,"V µg/m³",24,"V µg/m³",49,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
07/10/2023,3,"V µg/m³",8,"V µg/m³",13,"V µg/m³",3,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",1,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
08/10/2023,17,"V µg/m³",25,"V µg/m³",51,"V µg/m³",10,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
09/10/2023,21,"V µg/m³",30,"V µg/m³",62,"V µg/m³",7,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
10/10/2023,9,"V µg/m³",14,"V µg/m³",28,"V µg/m³",12,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
11/10/2023,18,"V µg/m³",25,"V µg/m³",53,"V µg/m³",13,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
12/10/2023,19,"V µg/m³",28,"V µg/m³",57,"V µg/m³",7,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
13/10/2023,18,"V µg/m³",22,"V µg/m³",49,"V µg/m³",10,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
14/10/2023,23,"V µg/m³",33,"V µg/m³",68,"V µg/m³",10,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
15/10/2023,18,"V µg/m³",28,"V µg/m³",56,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
16/10/2023,33,"V µg/m³",41,"V µg/m³",91,"V µg/m³",9,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
17/10/2023,22,"V µg/m³",29,"V µg/m³",62,"V µg/m³",11,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
18/10/2023,6,"V µg/m³",12,"V µg/m³",20,"V µg/m³",18,"V µg/m³ (FIDAS)",9,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
19/10/2023,5,"V µg/m³",10,"V µg/m³",17,"V µg/m³",12,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
20/10/2023,2,"V µg/m³",4,"V µg/m³",8,"V µg/m³",14,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
21/10/2023,18,"V µg/m³",20,"V µg/m³",47,"V µg/m³",7,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
22/10/2023,25,"V µg/m³",35,"V µg/m³",74,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
23/10/2023,20,"V µg/m³",32,"V µg/m³",63,"V µg/m³",10,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
24/10/2023,7,"V µg/m³",21,"V µg/m³",32,"V µg/m³",9,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
25/10/2023,15,"V µg/m³",23,"V µg/m³",45,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
26/10/2023,11,"V µg/m³",22,"V µg/m³",38,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
27/10/2023,5,"V µg/m³",13,"V µg/m³",21,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
28/10/2023,5,"V µg/m³",14,"V µg/m³",22,"V µg/m³",9,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
29/10/2023,3,"V µg/m³",6,"V µg/m³",11,"V µg/m³",13,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
30/10/2023,3,"V µg/m³",13,"V µg/m³",18,"V µg/m³",17,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
31/10/2023,6,"V µg/m³",17,"V µg/m³",26,"V µg/m³",13,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
01/11/2023,9,"V µg/m³",16,"V µg/m³",30,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
02/11/2023,16,"V µg/m³",31,"V µg/m³",56,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
03/11/2023,33,"V µg/m³",39,"V µg/m³",89,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
04/11/2023,21,"V µg/m³",30,"V µg/m³",62,"V µg/m³",9,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
05/11/2023,28,"V µg/m³",38,"V µg/m³",81,"V µg/m³",11,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
06/11/2023,28,"V µg/m³",34,"V µg/m³",77,"V µg/m³",8,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
07/11/2023,29,"V µg/m³",41,"V µg/m³",86,"V µg/m³",9,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
08/11/2023,18,"V µg/m³",24,"V µg/m³",51,"V µg/m³",10,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
09/11/2023,37,"V µg/m³",48,"V µg/m³",105,"V µg/m³",12,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
10/11/2023,42,"V µg/m³",51,"V µg/m³",116,"V µg/m³",14,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
11/11/2023,42,"V µg/m³",51,"V µg/m³",116,"V µg/m³",12,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
12/11/2023,16,"V µg/m³",31,"V µg/m³",56,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
13/11/2023,17,"V µg/m³",31,"V µg/m³",57,"V µg/m³",5,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
14/11/2023,17,"V µg/m³",37,"V µg/m³",63,"V µg/m³",6,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
15/11/2023,16,"V µg/m³",40,"V µg/m³",65,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
16/11/2023,38,"V µg/m³",49,"V µg/m³",106,"V µg/m³",7,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
17/11/2023,29,"V µg/m³",46,"V µg/m³",91,"V µg/m³",8,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
18/11/2023,14,"V µg/m³",25,"V µg/m³",46,"V µg/m³",5,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
19/11/2023,14,"V µg/m³",22,"V µg/m³",44,"V µg/m³",5,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
20/11/2023,32,"V µg/m³",44,"V µg/m³",93,"V µg/m³",4,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
21/11/2023,32,"V µg/m³",41,"V µg/m³",90,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
22/11/2023,12,"V µg/m³",15,"V µg/m³",34,"V µg/m³",4,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",1,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
23/11/2023,21,"V µg/m³",31,"V µg/m³",63,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
24/11/2023,31,"V µg/m³",45,"V µg/m³",93,"V µg/m³",13,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
25/11/2023,39,"V µg/m³",53,"V µg/m³",113,"V µg/m³",15,"V µg/m³ (FIDAS)",9,"V µg/m³ (Ref.eq)",7,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
26/11/2023,41,"V µg/m³",56,"V µg/m³",119,"V µg/m³",15,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",11,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
27/11/2023,18,"V µg/m³",34,"V µg/m³",62,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
28/11/2023,42,"V µg/m³",55,"V µg/m³",119,"V µg/m³",15,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
29/11/2023,25,"V µg/m³",38,"V µg/m³",77,"V µg/m³",16,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
30/11/2023,41,"V µg/m³",46,"V µg/m³",110,"V µg/m³",9,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
01/12/2023,76,"V µg/m³",57,"V µg/m³",173,"V µg/m³",20,"V µg/m³ (FIDAS)",15,"V µg/m³ (Ref.eq)",15,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
02/12/2023,66,"V µg/m³",56,"V µg/m³",157,"V µg/m³",14,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",11,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
03/12/2023,30,"V µg/m³",42,"V µg/m³",87,"V µg/m³",13,"V µg/m³ (FIDAS)",10,"V µg/m³ (Ref.eq)",10,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
04/12/2023,6,"V µg/m³",16,"V µg/m³",25,"V µg/m³",8,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
05/12/2023,25,"V µg/m³",33,"V µg/m³",71,"V µg/m³",12,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
06/12/2023,24,"V µg/m³",37,"V µg/m³",74,"V µg/m³",6,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
07/12/2023,12,"V µg/m³",23,"V µg/m³",41,"V µg/m³",5,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
08/12/2023,19,"V µg/m³",40,"V µg/m³",69,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
09/12/2023,11,"V µg/m³",23,"V µg/m³",40,"V µg/m³",6,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
10/12/2023,10,"V µg/m³",26,"V µg/m³",41,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
11/12/2023,39,"V µg/m³",44,"V µg/m³",104,"V µg/m³",6,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
12/12/2023,4,"V µg/m³",11,"V µg/m³",17,"V µg/m³",4,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",1,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
13/12/2023,19,"V µg/m³",34,"V µg/m³",63,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
14/12/2023,20,"V µg/m³",28,"V µg/m³",59,"V µg/m³",10,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
15/12/2023,13,"V µg/m³",17,"V µg/m³",38,"V µg/m³",5,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
16/12/2023,11,"V µg/m³",14,"V µg/m³",31,"V µg/m³",3,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",1,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
17/12/2023,9,"V µg/m³",12,"V µg/m³",25,"V µg/m³",3,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",1,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
18/12/2023,13,"V µg/m³",20,"V µg/m³",39,"V µg/m³",3,"V µg/m³ (FIDAS)",1,"V µg/m³ (Ref.eq)",1,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
19/12/2023,18,"V µg/m³",27,"V µg/m³",54,"V µg/m³",28,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
20/12/2023,16,"V µg/m³",28,"V µg/m³",53,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
21/12/2023,19,"V µg/m³",31,"V µg/m³",60,"V µg/m³",11,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
22/12/2023,22,"V µg/m³",36,"V µg/m³",69,"V µg/m³",7,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
23/12/2023,11,"V µg/m³",16,"V µg/m³",33,"V µg/m³",3,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",1,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
24/12/2023,10,"V µg/m³",14,"V µg/m³",29,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
25/12/2023,5,"V µg/m³",10,"V µg/m³",18,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
26/12/2023,18,"V µg/m³",34,"V µg/m³",62,"V µg/m³",6,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
27/12/2023,9,"V µg/m³",16,"V µg/m³",30,"V µg/m³",3,"V µg/m³ (FIDAS)",2,"V µg/m³ (Ref.eq)",1,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
28/12/2023,9,"V µg/m³",13,"V µg/m³",26,"V µg/m³",5,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
29/12/2023,35,"V µg/m³",49,"V µg/m³",102,"V µg/m³",7,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
30/12/2023,14,"V µg/m³",32,"V µg/m³",54,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
31/12/2023,17,"V µg/m³",35,"V µg/m³",61,"V µg/m³",10,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
